LAKE_NAME,CITY,county,reportyear,numReports,numLakeGrade,distinctLakeGrade,maxGrade,numPhosReprots,maxPhos,avgPhos,numRecSuit,numDistRecSuit,maxRecSuit,numSecchi,numDistSecchi,avgSecchi
Alimagnet Lake,Burnsville,Dakota,2005,11,1,1,1,10,0.177,0.1234,8,1,3,10,0,0.528
Alimagnet Lake,Burnsville,Dakota,2006,9,1,1,0,8,0.345,0.154375,8,3,4,8,0,0.525
Alimagnet Lake,Burnsville,Dakota,2007,11,1,1,1,10,0.253,0.124,9,3,4,10,0,0.507
Alimagnet Lake,Burnsville,Dakota,2008,13,1,1,1,12,0.199,0.10616666666666667,12,3,4,12,0,0.605
Alimagnet Lake,Burnsville,Dakota,2009,11,1,1,1,10,0.186,0.09719999999999998,10,2,3,10,0,0.7050000000000001
Alimagnet Lake,Burnsville,Dakota,2010,14,1,1,2,13,0.169,0.07646153846153847,13,3,3,13,0,0.9807692307692307
Alimagnet Lake,Burnsville,Dakota,2011,13,1,1,2,12,0.099,0.05741666666666667,10,2,3,12,0,1.25
Alimagnet Lake,Burnsville,Dakota,2012,12,1,1,2,11,0.157,0.0689090909090909,11,3,4,11,0,1.4045454545454545
Alimagnet Lake,Burnsville,Dakota,2013,11,1,1,1,10,0.131,0.08869999999999999,9,3,4,10,0,0.8099999999999999
Alimagnet Lake,Burnsville,Dakota,2014,13,1,1,1,12,0.159,0.0825,11,3,3,12,0,0.9666666666666668
Anderson Pond,South St. Paul,Dakota,2010,13,1,1,2,12,0.091,0.06266666666666666,12,1,4,11,0,0.9727272727272728
Anderson Pond,South St. Paul,Dakota,2011,10,1,1,2,9,0.189,0.09966666666666668,8,1,4,8,0,1.2437500000000001
Anderson Pond,South St. Paul,Dakota,2012,3,0,0,,3,0.166,0.129,3,1,4,3,0,0.8333333333333334
Anderson Pond,South St. Paul,Dakota,2014,7,1,1,2,6,0.11,0.07,6,1,4,6,0,1.366666666666667
Ann Lake,Chanhassen,Carver,1985,16,1,1,4,15,0.49,0.10000000000000002,0,0,,5,0,2.9799999999999995
Ann Lake,Chanhassen,Carver,1989,39,1,1,3,38,1.04,0.09547368421052632,0,0,,13,0,2.4769230769230766
Ann Lake,Chanhassen,Carver,2002,13,1,1,4,12,0.042,0.024083333333333335,0,0,,12,0,2.65
Ann Lake,Chanhassen,Carver,2009,1,1,1,3,0,,,0,0,,0,0,
Ann Lake,Chanhassen,Carver,2010,1,1,1,4,0,,,0,0,,0,0,
Ann Lake,Chanhassen,Carver,2012,13,1,1,4,12,0.871,0.21049999999999994,6,2,2,6,0,3.091666666666667
Ardmore Lake,Medina,Hennepin,2007,5,1,1,0,4,0.662,0.4445,0,0,,0,0,
Ardmore Lake,Medina,Hennepin,2008,12,1,1,0,10,0.333,0.18530000000000002,11,3,3,11,0,0.40545454545454546
Ardmore Lake,Medina,Hennepin,2009,15,1,1,0,14,0.513,0.23071428571428568,14,4,4,14,0,0.4707142857142857
Ardmore Lake,Medina,Hennepin,2010,13,1,1,0,12,0.235,0.16816666666666666,11,2,3,12,0,0.46833333333333327
Armstrong Lake,Oakdale,Washington,1998,16,1,1,1,15,0.13,0.08400000000000002,15,3,5,15,0,0.7399999999999999
Armstrong Lake,Oakdale,Washington,1999,11,1,1,1,10,0.19,0.10199999999999998,10,2,5,10,0,0.6400000000000001
Armstrong Lake,Oakdale,Washington,2000,15,1,1,2,14,0.87,0.12357142857142862,13,2,5,14,0,0.9285714285714286
Armstrong Lake,Oakdale,Washington,2001,15,1,1,1,14,0.11,0.07071428571428572,14,2,5,14,0,0.8498571428571429
Armstrong Lake,Oakdale,Washington,2002,15,1,1,2,14,0.4,0.08814285714285715,14,3,5,14,0,0.9921428571428572
Armstrong Lake,Oakdale,Washington,2003,15,1,1,2,14,0.235,0.0865714285714286,14,2,5,14,0,0.8488571428571429
Armstrong Lake,Oakdale,Washington,2004,15,1,1,2,14,0.106,0.05928571428571429,4,1,5,14,0,0.9903571428571427
Armstrong Lake,Oakdale,Washington,2005,15,1,1,2,14,0.093,0.05578571428571428,14,2,5,14,0,1.055785714285714
Armstrong Lake,Oakdale,Washington,2006,8,1,1,2,7,0.187,0.08899999999999998,7,2,4,7,0,1.0448571428571427
Armstrong Lake,Oakdale,Washington,2007,8,1,1,1,7,0.156,0.07771428571428572,7,3,5,7,0,0.9144285714285714
Armstrong Lake,Oakdale,Washington,2008,8,1,1,2,7,0.165,0.05471428571428571,0,0,,7,0,1.1428571428571428
Armstrong Lake,Oakdale,Washington,2009,15,1,1,2,14,0.105,0.058928571428571434,0,0,,14,0,1.114285714285714
Armstrong Lake,Oakdale,Washington,2010,8,1,1,2,7,0.104,0.058571428571428566,0,0,,7,0,0.9685714285714287
Armstrong Lake,Oakdale,Washington,2011,8,1,1,2,7,0.049,0.036571428571428574,0,0,,7,0,1.0714285714285714
Armstrong Lake,Oakdale,Washington,2012,8,1,1,2,7,0.112,0.04871428571428571,0,0,,7,0,0.9857142857142858
Armstrong Lake,Oakdale,Washington,2013,7,0,0,,7,0.1,0.05671428571428571,0,0,,1,0,0.08
Armstrong Lake,Oakdale,Washington,2014,5,0,0,,5,0.118,0.0656,4,2,4,5,2,0.704
Assumption Lake,Hancock Township,Carver,1999,2,0,0,,2,0.28,0.265,2,1,4,2,0,0.4
Auburn Lake,Laketown Township,Carver,1983,43,1,1,2,42,0.42,0.13059523809523813,0,0,,20,0,1.675
Auburn Lake,Laketown Township,Carver,1986,93,1,1,3,92,0.57,0.1630434782608695,0,0,,17,0,3.052941176470588
Auburn Lake,Laketown Township,Carver,1987,87,1,1,3,86,0.78,0.12046511627906976,0,0,,18,0,2.6277777777777778
Auburn Lake,Laketown Township,Carver,1989,1,1,1,2,0,,,0,0,,0,0,
Auburn Lake,Laketown Township,Carver,1991,59,0,0,,59,0.28,0.09016949152542374,0,0,,12,0,1.4833333333333334
Auburn Lake,Laketown Township,Carver,1994,50,1,1,3,49,0.38,0.11283673469387752,0,0,,13,0,2.2
Aue Lake,Dahlgren Township,Carver,1999,1,0,0,,1,0.09,0.09,1,1,4,1,0,0.4
Bald Eagle Lake,White Bear Township,Ramsey,1980,5,1,1,1,4,0.13,0.08,0,0,,4,0,0.825
Bald Eagle Lake,White Bear Township,Ramsey,1981,11,1,1,2,9,0.15,0.06311111111111112,0,0,,5,0,1.22
Bald Eagle Lake,White Bear Township,Ramsey,1983,15,1,1,2,14,0.23,0.06392857142857143,0,0,,5,0,1.48
Bald Eagle Lake,White Bear Township,Ramsey,1984,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1986,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1988,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1989,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1990,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1991,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1992,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1993,1,1,1,3,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1994,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1995,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1996,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1997,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1998,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,1999,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,2000,1,1,1,2,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,2001,1,1,1,1,0,,,0,0,,0,0,
Bald Eagle Lake,White Bear Township,Ramsey,2004,55,2,1,2,53,0.121,0.060584905660377365,0,0,,25,0,1.2120000000000002
Bald Eagle Lake,White Bear Township,Ramsey,2005,54,2,2,2,52,0.173,0.0888653846153846,0,0,,26,0,1.1500000000000001
Baldwin Lake,Lino Lakes,Anoka,2011,2,0,0,,2,0.099,0.091,2,1,4,0,0,
Barker Lake,Hugo,Washington,1997,1,1,1,2,0,,,0,0,,0,0,
Barker Lake,Hugo,Washington,1998,1,1,1,2,0,,,0,0,,0,0,
Barker Lake,Hugo,Washington,1999,1,1,1,1,0,,,0,0,,0,0,
Barker Lake,Hugo,Washington,2000,6,1,1,2,5,0.08,0.064,3,1,3,5,0,1.9840000000000004
Barker Lake,Hugo,Washington,2001,6,1,1,2,5,0.1,0.07999999999999999,5,4,4,5,0,1.8364
Barker Lake,Hugo,Washington,2004,7,0,0,,0,,,6,3,3,7,0,1.3714285714285717
Barker Lake,Hugo,Washington,2005,7,0,0,,0,,,7,2,4,7,0,1.2408571428571429
Barker Lake,Hugo,Washington,2006,7,0,0,,0,,,7,3,4,7,0,2.0029999999999997
Barker Lake,Hugo,Washington,2007,8,1,1,1,0,,,7,2,4,7,0,1.2627142857142855
Barker Lake,Hugo,Washington,2008,8,1,1,1,7,0.148,0.10857142857142857,7,3,4,7,0,1.1974285714285717
Barker Lake,Hugo,Washington,2009,7,0,0,,0,,,7,3,4,7,0,1.4588571428571429
Barker Lake,Hugo,Washington,2013,13,1,1,2,12,0.097,0.07275,12,3,4,12,0,1.2014166666666668
Barker Lake,Hugo,Washington,2014,13,1,1,2,12,0.113,0.0675,12,3,4,12,0,1.2558333333333336
Barnes Lake,Young America Township,Carver,1999,1,0,0,,1,0.1,0.1,1,1,4,1,0,0.3
Bass Lake,Grant,Washington,1994,17,1,1,2,16,0.08,0.040625,16,4,5,16,0,1.86875
Bass Lake,Grant,Washington,1997,16,1,1,2,15,0.09,0.042,15,3,4,15,0,1.8466666666666667
Bass Lake,Grant,Washington,1999,16,1,1,2,15,0.06,0.04266666666666667,15,3,4,15,0,1.5799999999999998
Bass Lake,Grant,Washington,2000,15,1,1,2,14,0.08,0.048571428571428564,14,3,3,14,0,2.0807142857142855
Bass Lake,Grant,Washington,2001,20,2,1,2,18,0.14,0.05333333333333333,17,5,5,18,0,1.9284444444444446
Bass Lake,Grant,Washington,2002,13,1,1,1,12,0.608,0.33141666666666664,12,1,5,10,0,0.18
Bass Lake,Grant,Washington,2003,18,2,1,2,16,0.257,0.060750000000000005,16,4,4,16,0,1.9061875000000001
Bass Lake,Grant,Washington,2004,8,1,1,3,7,0.038,0.030428571428571426,7,2,2,7,0,2.6125714285714285
Bass Lake,Grant,Washington,2005,37,3,3,3,34,0.199,0.0886764705882353,25,5,5,34,0,1.3985294117647062
Bass Lake,Grant,Washington,2006,28,3,2,4,23,0.248,0.056260869565217385,23,4,5,23,0,2.424347826086957
Bass Lake,Grant,Washington,2007,40,4,2,3,36,0.127,0.0421388888888889,35,4,4,35,0,1.974857142857143
Bass Lake,Grant,Washington,2008,23,2,2,3,14,0.11,0.04421428571428571,21,3,4,21,0,2.1842857142857146
Bass Lake,Grant,Washington,2009,36,3,2,3,26,0.113,0.049384615384615395,33,4,4,33,0,1.9399696969696971
Bass Lake,Grant,Washington,2010,30,2,2,3,28,0.129,0.050428571428571434,28,3,4,28,0,2.209642857142857
Bass Lake,Grant,Washington,2011,48,3,2,3,42,0.129,0.04947619047619049,42,4,4,42,0,2.2885714285714287
Bass Lake,Grant,Washington,2012,38,3,2,4,33,0.182,0.03642424242424243,35,4,4,25,0,2.68432
Bass Lake,Grant,Washington,2013,38,2,1,3,36,0.059,0.025694444444444454,36,4,4,20,0,2.3430000000000004
Bass Lake,Grant,Washington,2014,37,1,1,3,36,0.05,0.027611111111111128,36,3,3,36,2,2.32
Bass Lake,May Township,Washington,1980,4,0,0,,4,0.1,0.07500000000000001,0,0,,4,0,0.7999999999999999
Bass Lake,May Township,Washington,1991,1,1,1,2,0,,,0,0,,0,0,
Bass Lake,May Township,Washington,1992,1,1,1,3,0,,,0,0,,0,0,
Bass Lake,May Township,Washington,1997,1,1,1,2,0,,,0,0,,0,0,
Bass Lake,May Township,Washington,1998,1,1,1,2,0,,,0,0,,0,0,
Bass Lake,May Township,Washington,1999,1,1,1,2,0,,,0,0,,0,0,
Battle Creek Lake,Woodbury,Washington,1993,15,1,1,2,14,0.14,0.06642857142857143,14,3,4,14,0,1.3285714285714285
Battle Creek Lake,Woodbury,Washington,1994,14,1,1,2,13,0.09,0.04538461538461539,13,4,4,13,0,1.5538461538461539
Battle Creek Lake,Woodbury,Washington,1995,12,1,1,2,11,0.15,0.07727272727272728,11,4,4,11,0,1.0818181818181818
Battle Creek Lake,Woodbury,Washington,1996,14,1,1,2,13,0.1,0.07538461538461538,13,4,5,13,0,1.1384615384615384
Bavaria Lake,Chaska,Carver,1983,16,1,1,2,15,0.38,0.13333333333333333,0,0,,5,0,1.6
Bavaria Lake,Chaska,Carver,1986,77,1,1,2,76,0.67,0.15539473684210514,0,0,,16,0,2.3937500000000003
Bavaria Lake,Chaska,Carver,1987,82,1,1,2,81,0.73,0.18111111111111106,0,0,,18,0,2.622222222222222
Bavaria Lake,Chaska,Carver,1994,39,1,1,3,38,0.7,0.19473684210526315,0,0,,13,0,2.684615384615385
Bavaria Lake,Chaska,Carver,1996,12,1,1,3,11,0.07,0.034545454545454546,11,2,2,11,0,2.172727272727273
Bavaria Lake,Chaska,Carver,1997,13,1,1,4,12,0.03,0.016666666666666666,12,2,2,12,0,3.0250000000000004
Bavaria Lake,Chaska,Carver,1998,16,1,1,4,15,0.06,0.02600000000000001,15,2,2,15,0,3.8466666666666667
Bavaria Lake,Chaska,Carver,1999,13,1,1,3,12,0.04,0.023750000000000004,11,4,4,12,0,2.6833333333333336
Bavaria Lake,Chaska,Carver,2000,15,1,1,3,14,0.08,0.039999999999999994,14,2,2,14,0,2.107142857142857
Bavaria Lake,Chaska,Carver,2001,15,1,1,3,14,0.11,0.03642857142857144,14,2,2,14,0,2.017857142857143
Bavaria Lake,Chaska,Carver,2002,16,1,1,3,15,0.063,0.03173333333333333,14,2,2,14,0,2.145
Bavaria Lake,Chaska,Carver,2003,20,1,1,3,19,0.095,0.04347368421052633,19,3,3,19,0,2.1736842105263157
Bavaria Lake,Chaska,Carver,2004,17,1,1,3,16,0.134,0.037312500000000005,15,2,2,16,0,1.98625
Bavaria Lake,Chaska,Carver,2005,19,1,1,2,18,0.119,0.05505555555555557,17,3,3,18,0,1.4766666666666668
Bavaria Lake,Chaska,Carver,2006,17,1,1,3,16,0.081,0.036437500000000005,15,3,3,16,0,2.1331249999999997
Bavaria Lake,Chaska,Carver,2007,24,1,1,3,14,0.311,0.057214285714285724,14,3,3,14,0,2.3449999999999998
Bavaria Lake,Chaska,Carver,2008,16,1,1,2,15,0.085,0.034933333333333344,15,3,4,15,0,1.6786666666666668
Bavaria Lake,Chaska,Carver,2009,16,1,1,3,14,0.079,0.04085714285714287,15,2,3,15,0,2.1
Bavaria Lake,Chaska,Carver,2010,17,1,1,3,16,0.085,0.035937500000000004,15,3,3,15,0,1.5066666666666668
Bavaria Lake,Chaska,Carver,2011,16,1,1,3,15,0.093,0.037133333333333345,14,3,3,15,0,2.5733333333333333
Bavaria Lake,Chaska,Carver,2012,16,1,1,2,14,0.103,0.048642857142857154,14,4,4,13,0,1.8653846153846154
Bavaria Lake,Chaska,Carver,2013,18,1,1,2,14,0.097,0.04242857142857144,14,2,3,14,0,1.2214285714285715
Bavaria Lake,Chaska,Carver,2014,14,1,1,2,13,0.062,0.03738461538461538,13,4,4,13,0,1.723076923076923
Bay Pond,Baytown Township,Washington,2006,15,1,1,0,14,0.473,0.21535714285714283,14,2,3,14,0,0.6571428571428573
Bay Pond,Baytown Township,Washington,2007,19,1,1,0,14,1.23,0.4777142857142857,14,3,4,14,0,0.6785714285714286
Bay Pond,Baytown Township,Washington,2008,12,1,1,0,11,0.529,0.32954545454545453,10,3,5,11,0,0.49090909090909096
Bay Pond,Baytown Township,Washington,2009,9,1,1,0,7,0.764,0.3655714285714286,7,2,4,7,0,0.37000000000000005
Bay Pond,Baytown Township,Washington,2010,8,1,1,0,7,0.494,0.27871428571428575,7,3,4,7,0,0.47714285714285704
Bay Pond,Baytown Township,Washington,2012,7,1,1,0,6,1.03,0.5188333333333334,6,1,4,6,0,0.2866666666666666
Bay Pond,Baytown Township,Washington,2013,8,1,1,1,7,0.445,0.185,7,2,4,7,0,0.9557142857142857
Bay Pond,Baytown Township,Washington,2014,7,1,1,0,6,0.26,0.17116666666666666,6,2,4,6,0,0.875
Benton Lake,Cologne,Carver,1999,14,1,1,0,13,0.36,0.1938461538461538,13,3,4,13,0,0.3692307692307693
Benton Lake,Cologne,Carver,2000,15,1,1,0,14,0.37,0.23500000000000004,14,3,5,14,0,0.3285714285714286
Benton Lake,Cologne,Carver,2001,15,1,1,0,14,0.47,0.2407142857142857,14,2,5,14,0,0.48214285714285715
Benton Lake,Cologne,Carver,2003,16,1,1,0,14,0.802,0.27435714285714285,15,4,5,15,0,0.35666666666666663
Benton Lake,Cologne,Carver,2005,15,1,1,0,14,0.357,0.23514285714285713,14,1,4,14,0,0.30714285714285705
Benton Lake,Cologne,Carver,2007,16,1,1,0,13,0.754,0.3322307692307693,12,3,5,12,0,0.20000000000000004
Benton Lake,Cologne,Carver,2008,15,1,1,0,14,0.426,0.18514285714285714,14,2,5,14,0,0.3378571428571429
Benton Lake,Cologne,Carver,2009,15,1,1,0,14,0.398,0.1807857142857143,14,1,4,14,0,0.27142857142857146
Benton Lake,Cologne,Carver,2010,15,1,1,1,14,0.182,0.1399285714285714,14,1,4,14,0,0.3178571428571429
Benton Lake,Cologne,Carver,2011,15,1,1,0,14,0.28,0.17321428571428574,14,1,4,14,0,0.3
Benton Lake,Cologne,Carver,2012,15,1,1,0,14,0.33,0.2250714285714286,11,1,4,14,0,0.23214285714285718
Benton Lake,Cologne,Carver,2013,14,1,1,0,13,0.483,0.26176923076923075,13,2,5,13,0,0.23076923076923078
Benton Lake,Cologne,Carver,2014,13,1,1,0,12,0.512,0.2731666666666667,11,3,5,12,0,0.44166666666666665
Benz Lake,Grant,Washington,1998,8,0,0,,0,,,8,2,4,8,0,0.5374999999999999
Benz Lake,Grant,Washington,2005,15,1,1,0,14,0.26,0.18164285714285713,14,3,5,14,0,0.6420714285714287
Benz Lake,Grant,Washington,2006,18,1,1,1,14,0.542,0.21492857142857144,14,2,4,14,0,0.8707857142857144
Benz Lake,Grant,Washington,2007,15,1,1,0,14,0.24,0.1729285714285714,14,2,4,14,0,0.6966428571428572
Benz Lake,Grant,Washington,2008,15,1,1,2,14,0.12,0.0852857142857143,14,3,4,14,0,1.5240714285714285
Benz Lake,Grant,Washington,2009,16,1,1,1,14,0.13,0.08428571428571428,14,3,4,14,0,1.2953571428571429
Benz Lake,Grant,Washington,2010,16,1,1,1,14,0.15,0.09185714285714286,15,3,4,14,0,1.0442857142857143
Benz Lake,Grant,Washington,2011,17,1,1,2,14,0.116,0.06435714285714286,14,4,5,14,0,1.8499999999999999
Benz Lake,Grant,Washington,2012,15,1,1,1,13,0.26,0.10153846153846155,14,3,4,8,0,1.0425
Benz Lake,Grant,Washington,2013,12,0,0,,12,0.12,0.06650000000000002,12,4,4,1,0,1.22
Benz Lake,Grant,Washington,2014,12,0,0,,12,0.166,0.06508333333333334,12,3,4,12,2,1.6641666666666666
Berliner Lake,Camden Township,Carver,1999,1,0,0,,1,0.04,0.04,1,1,4,1,0,0.9
Beutel Pond,Lake Elmo,Washington,2008,7,0,0,,7,0.113,0.05714285714285715,7,2,4,7,0,0.7618571428571429
Beutel Pond,Lake Elmo,Washington,2009,5,0,0,,5,0.096,0.06380000000000001,5,1,4,5,0,0.7011999999999999
Beutel Pond,Lake Elmo,Washington,2010,3,0,0,,3,0.109,0.104,3,1,4,3,0,0.91
Big Carnelian Lake,May Township,Washington,1980,1,1,1,4,0,,,0,0,,0,0,
Big Carnelian Lake,May Township,Washington,1984,16,1,1,3,15,0.29,0.06233333333333334,0,0,,5,0,2.36
Big Carnelian Lake,May Township,Washington,1989,37,1,1,4,36,0.23,0.036583333333333336,0,0,,13,0,3.892307692307692
Big Carnelian Lake,May Township,Washington,1991,1,1,1,4,0,,,0,0,,0,0,
Big Carnelian Lake,May Township,Washington,1994,49,1,1,4,48,0.6,0.1113541666666666,0,0,,13,0,2.7
Big Carnelian Lake,May Township,Washington,1996,1,1,1,4,0,,,0,0,,0,0,
Big Carnelian Lake,May Township,Washington,1997,39,1,1,4,38,0.34,0.0393421052631579,0,0,,13,0,3.0846153846153843
Big Carnelian Lake,May Township,Washington,1998,1,1,1,4,0,,,0,0,,0,0,
Big Carnelian Lake,May Township,Washington,1999,1,1,1,3,0,,,0,0,,0,0,
Big Carnelian Lake,May Township,Washington,2000,15,1,1,4,14,0.04,0.019285714285714288,14,2,2,14,0,3.509285714285714
Big Carnelian Lake,May Township,Washington,2001,8,1,1,4,7,0.03,0.02,7,3,3,7,0,3.769142857142857
Big Carnelian Lake,May Township,Washington,2002,16,1,1,4,14,0.071,0.025571428571428575,14,3,3,14,0,2.984285714285714
Big Carnelian Lake,May Township,Washington,2003,15,1,1,3,14,0.027,0.017571428571428575,14,3,3,14,0,2.9833571428571433
Big Carnelian Lake,May Township,Washington,2004,15,1,1,4,14,0.04,0.023000000000000003,14,3,3,14,0,3.7338571428571434
Big Carnelian Lake,May Township,Washington,2005,15,1,1,4,14,0.031,0.02042857142857143,14,2,2,14,0,4.3325000000000005
Big Carnelian Lake,May Township,Washington,2006,9,1,1,4,7,0.046,0.031999999999999994,7,2,2,7,0,3.309142857142857
Big Carnelian Lake,May Township,Washington,2007,8,1,1,4,7,0.028,0.019428571428571427,7,2,2,7,0,4.332571428571428
Big Carnelian Lake,May Township,Washington,2008,8,0,0,,1,0.015,0.015,8,3,3,8,0,3.333125
Big Carnelian Lake,May Township,Washington,2009,15,0,0,,6,0.657,0.23883333333333331,11,1,1,11,0,5.822181818181818
Big Carnelian Lake,May Township,Washington,2010,8,1,1,4,7,0.018,0.014285714285714285,7,2,2,7,0,4.371428571428572
Big Carnelian Lake,May Township,Washington,2012,7,1,1,4,6,0.03,0.02,6,2,2,6,0,4.716666666666666
Big Carnelian Lake,May Township,Washington,2013,13,1,1,4,12,0.02,0.012166666666666668,12,2,2,12,0,5.545833333333333
Big Carnelian Lake,May Township,Washington,2014,14,1,1,4,13,0.458,0.0466923076923077,12,2,2,12,0,5.259166666666666
Big Comfort Lake,Wyoming Township,Chisago,1994,1,1,1,2,0,,,0,0,,0,0,
Big Comfort Lake,Wyoming Township,Chisago,1997,3,0,0,,3,0.05,0.03666666666666667,3,2,3,3,0,1.6666666666666667
Big Comfort Lake,Wyoming Township,Chisago,2000,15,1,1,2,14,0.14,0.042857142857142864,14,4,4,14,0,1.582142857142857
Big Comfort Lake,Wyoming Township,Chisago,2001,15,1,1,3,14,0.06,0.03428571428571429,14,4,4,14,0,1.9067142857142856
Big Comfort Lake,Wyoming Township,Chisago,2002,15,1,1,2,14,0.054,0.04064285714285715,14,3,4,14,0,1.4171428571428575
Big Comfort Lake,Wyoming Township,Chisago,2003,15,1,1,2,14,0.198,0.05785714285714287,14,3,3,14,0,1.6455
Big Comfort Lake,Wyoming Township,Chisago,2004,15,1,1,2,14,0.056,0.038642857142857145,14,2,3,14,0,1.894
Big Comfort Lake,Wyoming Township,Chisago,2005,15,1,1,3,14,0.054,0.03471428571428571,14,2,3,14,0,1.9159285714285716
Big Comfort Lake,Wyoming Township,Chisago,2006,27,1,1,2,23,0.527,0.15473913043478257,14,2,3,14,0,2.0465000000000004
Big Comfort Lake,Wyoming Township,Chisago,2007,23,1,1,3,14,0.052,0.02485714285714286,3,1,1,13,0,1.6307692307692307
Big Comfort Lake,Wyoming Township,Chisago,2008,15,1,1,3,14,0.064,0.02492857142857143,2,1,1,14,0,1.5142857142857145
Big Comfort Lake,Wyoming Township,Chisago,2009,14,1,1,3,13,0.053,0.031230769230769232,12,2,2,12,0,1.9541666666666666
Big Comfort Lake,Wyoming Township,Chisago,2010,16,1,1,3,15,0.259,0.04506666666666668,15,3,3,15,0,1.7766666666666668
Big Comfort Lake,Wyoming Township,Chisago,2011,14,1,1,2,13,0.055,0.03315384615384616,12,3,3,13,0,1.6153846153846159
Big Comfort Lake,Wyoming Township,Chisago,2012,15,1,1,2,14,0.117,0.04192857142857144,13,3,3,13,0,1.5153846153846153
Big Comfort Lake,Wyoming Township,Chisago,2013,23,1,1,3,22,0.058,0.026227272727272734,22,3,3,22,0,1.7340909090909093
Big Comfort Lake,Wyoming Township,Chisago,2014,23,1,1,2,22,0.085,0.0345909090909091,22,3,3,22,0,1.4563636363636367
Big Marine Lake,May Township,Washington,1980,5,1,1,3,4,0.04,0.027500000000000004,0,0,,4,0,2.825
Big Marine Lake,May Township,Washington,1981,11,1,1,3,10,0.099,0.031900000000000005,0,0,,5,0,2.78
Big Marine Lake,May Township,Washington,1984,16,1,1,3,15,0.12,0.029000000000000005,0,0,,5,0,2.96
Big Marine Lake,May Township,Washington,1989,38,1,1,4,37,0.2,0.03054054054054055,0,0,,13,0,3.123076923076923
Big Marine Lake,May Township,Washington,1991,1,1,1,3,0,,,0,0,,0,0,
Big Marine Lake,May Township,Washington,1994,40,1,1,4,39,0.31,0.03974358974358976,0,0,,13,0,2.830769230769231
Big Marine Lake,May Township,Washington,1996,1,1,1,4,0,,,0,0,,0,0,
