county,reportyear,numReports,numLakeGrade,distinctLakeGrade,maxGrade,numPhosReprots,maxPhos,avgPhos,numRecSuit,numDistRecSuit,maxRecSuit,numSecchi,numDistSecchi,avgSecchi
Dakota,1985,108,3,2,3,105,0.66,0.10285714285714283,0,0,,32,0,1.575
Dakota,1986,65,1,1,1,64,1.15,0.20453124999999991,0,0,,17,0,1.3529411764705885
Dakota,1987,90,2,2,2,87,1.16,0.22068965517241387,0,0,,23,0,1.317391304347826
Dakota,1988,162,2,2,3,160,0.95,0.19599999999999998,0,0,,36,0,1.608333333333333
Dakota,1989,126,3,2,3,123,1.47,0.12189430894308939,0,0,,52,0,2.2211538461538463
Dakota,1990,79,1,1,1,78,0.85,0.1321794871794872,0,0,,26,0,1.7576923076923074
Dakota,1991,2,2,1,2,0,,,0,0,,0,0,
Dakota,1992,1,1,1,1,0,,,0,0,,0,0,
Dakota,1993,142,9,5,4,132,1.2,0.12034090909090896,42,4,4,72,0,2.130555555555557
Dakota,1994,172,10,4,3,162,1.1,0.10033950617283935,124,4,4,139,0,1.330935251798561
Dakota,1995,295,19,4,4,275,1.4,0.0879999999999998,201,5,5,238,0,1.4546218487394955
Dakota,1996,242,18,4,4,224,0.84,0.06718749999999989,168,4,4,200,0,1.6285000000000007
Dakota,1997,274,20,4,4,254,0.54,0.06946850393700775,201,5,5,229,0,1.6331877729257631
Dakota,1998,246,13,4,4,233,0.94,0.06942060085836893,121,5,5,161,0,1.8031055900621122
Dakota,1999,303,19,5,4,276,0.48,0.06297101449275354,204,5,5,245,0,1.7412244897959193
Dakota,2000,249,20,5,4,228,0.27,0.06592105263157891,198,5,5,226,0,1.6326106194690257
Dakota,2001,273,23,5,4,248,0.59,0.0781854838709677,231,5,5,249,0,1.5357309236947805
Dakota,2002,257,20,5,4,228,0.355,0.07045614035087717,216,5,5,224,0,1.5289285714285707
Dakota,2003,274,21,5,4,250,0.578,0.084312,223,5,5,232,0,1.5699913793103462
Dakota,2004,285,21,5,4,261,0.5,0.06841379310344822,238,5,5,248,0,1.6749032258064518
Dakota,2005,305,23,5,4,281,0.357,0.07475800711743769,266,5,5,268,0,1.515223880597014
Dakota,2006,453,23,5,4,412,0.806,0.08242961165048542,290,5,5,329,0,1.6019240121580551
Dakota,2007,376,27,5,4,327,0.737,0.07559327217125385,309,5,5,329,0,1.543708206686929
Dakota,2008,349,26,5,4,320,0.492,0.05856249999999996,301,5,5,317,0,1.7525709779179817
Dakota,2009,364,26,5,4,338,0.786,0.059186390532544327,305,5,5,306,0,1.972745098039215
Dakota,2010,417,29,5,4,384,0.594,0.06565364583333334,353,5,5,347,0,1.5336599423631139
Dakota,2011,404,30,5,4,357,27.0,0.15142296918767512,343,5,5,342,0,1.6267953216374256
Dakota,2012,376,23,5,4,337,0.393,0.06812759643916909,329,5,5,296,0,1.7531621621621618
Dakota,2013,397,27,5,4,351,0.508,0.06491452991452988,336,5,5,305,0,1.6597770491803276
Dakota,2014,401,25,5,4,369,0.739,0.06669376693766935,341,5,5,358,2,1.653826815642459
Goodhue,1993,15,1,1,1,14,0.3,0.1842857142857143,14,2,4,14,0,0.692857142857143
Goodhue,1994,15,1,1,1,14,0.29,0.18214285714285716,14,3,4,14,0,0.7571428571428571
Goodhue,1995,14,1,1,1,13,0.27,0.16615384615384615,7,3,4,13,0,0.8538461538461539
Hennepin,1980,58,8,4,4,50,0.38,0.0682,0,0,,50,0,1.8479999999999999
Hennepin,1981,72,3,2,4,67,0.45,0.05519402985074624,0,0,,35,0,2.7600000000000002
Hennepin,1982,94,2,2,1,92,0.9,0.08264130434782607,0,0,,45,0,1.5177777777777777
Hennepin,1983,131,2,2,3,120,1.65,0.15824999999999997,0,0,,49,0,1.7857142857142863
Hennepin,1984,184,3,2,4,181,2.7,0.19058011049723753,0,0,,62,0,2.2322580645161287
Hennepin,1985,85,5,3,4,80,0.73,0.10243749999999999,0,0,,27,0,3.485185185185185
Hennepin,1986,79,0,0,,79,0.54,0.11645569620253161,0,0,,17,0,2.3058823529411763
Hennepin,1987,84,0,0,,84,0.5,0.11654761904761901,0,0,,18,0,2.3000000000000003
Hennepin,1988,1,1,1,0,0,,,0,0,,0,0,
Hennepin,1989,40,1,1,0,39,0.65,0.18820512820512825,0,0,,13,0,1.0538461538461539
Hennepin,1990,209,2,2,2,207,0.81,0.09665700483091792,0,0,,65,0,2.838461538461539
Hennepin,1991,208,7,2,2,201,1.1,0.14490049751243778,0,0,,60,0,1.0983333333333334
Hennepin,1993,108,6,4,4,102,0.57,0.06509803921568626,51,5,5,77,0,1.6597402597402593
Hennepin,1994,67,3,3,4,64,0.58,0.0821875,28,4,5,41,0,1.7926829268292679
Hennepin,1995,131,6,3,2,124,1.2,0.09116935483870965,39,5,5,78,0,1.2294871794871796
Hennepin,1996,152,8,3,3,144,2.8,0.25173611111111116,60,4,5,106,0,1.2056603773584902
Hennepin,1997,105,6,4,4,98,0.34,0.06969387755102037,47,5,5,73,0,2.487671232876713
Hennepin,1998,174,10,4,4,164,0.27,0.051219512195121886,64,4,4,102,0,2.6950980392156834
Hennepin,1999,285,14,5,4,271,0.64,0.08754612546125454,99,5,5,181,0,1.469613259668509
Hennepin,2000,326,19,5,4,305,2.0,0.13369836065573776,147,5,5,224,0,1.1689732142857134
Hennepin,2001,264,18,4,4,245,0.77,0.0853061224489795,120,5,5,193,0,1.5175129533678768
Hennepin,2002,234,18,5,4,212,0.724,0.0982169811320755,169,5,5,181,0,1.4004972375690619
Hennepin,2003,354,22,5,4,329,3.36,0.11611550151975686,205,5,5,261,0,1.525402298850576
Hennepin,2004,417,25,4,3,391,1.26,0.1316265984654732,209,5,5,312,0,1.0570993589743596
Hennepin,2005,333,24,4,3,307,0.518,0.10010423452768731,237,5,5,281,0,1.1074519572953738
Hennepin,2006,369,28,5,4,338,0.997,0.12206508875739644,284,5,5,314,0,1.2923566878980888
Hennepin,2007,274,24,5,4,223,3.83,0.12604035874439448,205,5,5,214,0,1.3321495327102801
Hennepin,2008,313,25,5,4,286,0.761,0.10918181818181816,279,5,5,286,0,1.521776223776224
Hennepin,2009,324,25,5,4,299,1.96,0.13145819397993314,286,5,5,283,0,1.7235795053003538
Hennepin,2010,385,28,5,4,344,1.15,0.07377325581395351,339,5,5,342,0,1.717485380116957
Hennepin,2011,316,22,5,4,277,0.507,0.07438267148014431,282,5,5,281,0,1.612740213523131
Hennepin,2012,286,18,5,4,258,0.525,0.10092248062015503,247,5,5,242,0,1.655454545454545
Hennepin,2013,247,19,4,4,224,0.463,0.07439732142857139,219,5,5,207,0,1.6485024154589372
Hennepin,2014,312,16,5,4,295,0.407,0.06209491525423728,276,5,5,288,2,1.467079861111112
Le Sueur,2007,17,2,2,1,15,0.418,0.2601333333333333,15,1,4,15,0,0.19333333333333338
Ramsey,1980,23,1,1,1,22,0.13,0.03727272727272727,0,0,,22,0,1.9045454545454545
Ramsey,1981,42,2,2,2,38,0.262,0.05939473684210526,0,0,,20,0,1.8800000000000001
Ramsey,1982,1,1,1,1,0,,,0,0,,0,0,
Ramsey,1983,47,2,1,2,45,0.32,0.07477777777777778,0,0,,15,0,1.8799999999999994
Ramsey,1984,37,3,2,3,34,0.94,0.24829411764705872,0,0,,12,0,2.3333333333333335
Ramsey,1985,214,3,2,3,211,12.001,0.34818957345971563,0,0,,81,0,1.975308641975309
Ramsey,1986,89,4,2,3,85,1.02,0.2461176470588234,0,0,,17,0,2.494117647058823
Ramsey,1987,97,3,3,3,94,1.4,0.26914893617021257,0,0,,19,0,1.6526315789473685
Ramsey,1988,94,4,3,3,90,0.87,0.2232777777777778,0,0,,18,0,1.4999999999999998
Ramsey,1989,178,4,3,3,174,0.72,0.13209195402298848,0,0,,51,0,2.3686274509803917
Ramsey,1990,55,3,3,3,52,0.86,0.16115384615384615,0,0,,13,0,2.907692307692308
Ramsey,1991,62,4,3,3,58,1.1,0.20327586206896545,0,0,,12,0,1.4833333333333332
Ramsey,1992,2,2,2,3,0,,,0,0,,0,0,
Ramsey,1993,54,3,2,3,50,10.001,0.42542,0,0,,14,0,1.9428571428571428
Ramsey,1994,44,3,3,4,41,0.94,0.2704878048780488,0,0,,13,0,2.169230769230769
Ramsey,1995,63,3,2,3,60,12.001,0.7903833333333333,0,0,,16,0,1.6875
Ramsey,1996,63,4,2,4,59,17.001,1.0064067796610172,0,0,,16,0,1.7750000000000001
Ramsey,1997,3,3,2,4,0,,,0,0,,0,0,
Ramsey,1998,3,3,2,4,0,,,0,0,,0,0,
Ramsey,1999,61,4,3,3,57,1.0,0.2870175438596491,0,0,,19,0,1.9000000000000001
Ramsey,2000,59,4,2,3,55,1.08,0.19454545454545463,13,2,3,28,0,1.926071428571428
Ramsey,2001,76,6,3,3,69,0.88,0.17652173913043478,31,4,4,44,0,2.1550000000000002
Ramsey,2002,69,4,2,3,65,0.797,0.14784615384615382,26,4,4,41,0,1.6202439024390243
Ramsey,2003,30,3,2,3,27,0.188,0.08944444444444442,27,4,4,27,0,1.203814814814815
Ramsey,2004,126,7,2,3,119,0.786,0.11495798319327727,24,4,4,65,0,1.609461538461538
Ramsey,2005,165,10,5,4,155,0.335,0.06816000000000004,60,5,5,102,0,1.5815490196078428
Ramsey,2006,61,7,2,3,50,0.127,0.05468,41,5,5,52,0,1.807942307692308
Ramsey,2007,63,5,1,2,57,0.16,0.059105263157894716,37,4,4,56,0,1.3325535714285717
Ramsey,2008,113,8,2,2,104,0.459,0.08225000000000003,67,4,4,98,0,1.2172040816326528
Ramsey,2009,74,6,4,3,68,0.295,0.08426470588235294,54,4,4,65,0,1.0038000000000002
Ramsey,2010,58,3,1,2,47,0.261,0.0625744680851064,41,4,4,49,0,1.183265306122449
Ramsey,2011,47,4,3,3,43,0.196,0.06113953488372094,30,4,4,39,0,1.5320512820512822
Ramsey,2012,52,3,3,3,48,0.657,0.1031666666666667,35,3,4,34,0,1.4894117647058827
Ramsey,2013,36,2,2,3,34,0.132,0.043647058823529414,24,3,4,28,0,2.0124999999999997
Ramsey,2014,15,1,1,3,14,0.051,0.02935714285714286,14,2,4,14,0,1.5857142857142856
Rice,2007,4,1,1,0,3,0.383,0.30033333333333334,3,2,4,3,0,0.3
Scott,1980,21,5,3,2,16,0.63,0.2625,0,0,,16,0,1.3499999999999996
Scott,1981,33,3,2,2,30,0.88,0.26063333333333333,0,0,,15,0,2.033333333333333
Scott,1982,91,1,1,2,90,1.6,0.18860000000000007,0,0,,42,0,1.8761904761904769
Scott,1984,103,7,3,3,96,1.5,0.1488125,0,0,,45,0,1.48
Scott,1985,13,0,0,,13,0.22,0.07192307692307694,0,0,,5,0,2.12
Scott,1989,1,1,1,1,0,,,0,0,,0,0,
Scott,1990,142,0,0,,142,0.96,0.10442253521126758,0,0,,52,0,1.7499999999999998
Scott,1992,1,1,1,2,0,,,0,0,,0,0,
Scott,1993,44,2,2,1,42,0.35,0.15940476190476197,0,0,,28,0,1.239285714285714
Scott,1994,59,2,2,2,55,0.56,0.12927272727272726,0,0,,29,0,1.2862068965517246
Scott,1995,27,1,1,1,26,0.28,0.10961538461538461,0,0,,13,0,1.6384615384615382
Scott,1996,102,3,3,3,99,1.5,0.17404040404040405,0,0,,39,0,1.5102564102564107
Scott,1997,127,7,3,4,120,0.22,0.057499999999999926,68,4,4,94,0,1.6925531914893612
Scott,1998,113,6,3,3,107,0.56,0.10149532710280364,52,4,4,81,0,1.3493827160493832
Scott,1999,55,4,3,4,51,0.15,0.04686274509803923,50,4,4,51,0,1.5647058823529412
Scott,2000,98,7,3,3,91,1.18,0.09164835164835161,37,5,5,69,0,1.6521739130434785
Scott,2001,137,8,4,3,127,0.5,0.08874015748031486,63,5,5,102,0,1.3803921568627455
Scott,2002,162,10,4,3,147,0.396,0.08812244897959187,86,5,5,122,0,1.2809836065573779
Scott,2003,76,6,3,3,66,0.515,0.0783939393939394,63,4,4,66,0,1.6924242424242422
Scott,2004,67,6,3,3,60,0.264,0.06558333333333334,56,4,4,61,0,1.5565573770491807
Scott,2005,166,9,4,4,156,0.974,0.10015384615384616,48,4,4,105,0,1.6131428571428585
Scott,2006,126,10,4,3,116,0.661,0.08813793103448277,113,5,5,115,0,1.3669565217391302
Scott,2007,141,9,4,3,111,1.41,0.11036936936936938,89,4,4,91,0,1.3896703296703303
Scott,2008,120,8,3,3,112,0.914,0.09468749999999997,96,4,4,97,0,1.5667010309278344
Scott,2009,117,6,4,4,111,0.845,0.10316216216216212,106,4,4,97,0,1.8525773195876296
Scott,2010,132,8,4,4,124,0.28,0.07396774193548385,112,5,5,111,0,1.4880180180180178
Scott,2011,103,8,4,4,95,0.34,0.06247368421052631,91,5,5,95,0,1.7318947368421054
Scott,2012,97,7,3,4,89,0.396,0.10835955056179769,89,4,4,84,0,1.6471428571428572
Scott,2013,101,8,4,4,90,0.472,0.09407777777777779,84,4,4,83,0,1.7072289156626512
Scott,2014,75,5,3,3,70,0.252,0.06798571428571429,68,5,5,69,2,1.617391304347826
Washington,1980,46,8,3,4,37,0.1,0.03770270270270271,0,0,,38,0,2.5
Washington,1981,54,4,2,4,48,0.14,0.027270833333333327,0,0,,25,0,3.472
Washington,1982,238,2,2,4,236,0.13,0.024919491525423637,0,0,,75,0,4.222666666666666
Washington,1983,41,4,3,4,37,0.13,0.02337837837837839,0,0,,11,0,4.8909090909090915
Washington,1984,211,16,3,4,194,1.06,0.051288659793814355,0,0,,77,0,2.746753246753247
Washington,1985,42,5,4,4,37,0.17,0.027972972972972982,0,0,,12,0,5.058333333333334
Washington,1986,70,7,2,3,63,0.44,0.056825396825396814,0,0,,17,0,2.682352941176471
Washington,1987,81,6,4,4,75,0.49,0.07310666666666668,0,0,,23,0,2.930434782608696
Washington,1988,252,7,3,4,245,1.46,0.12820408163265307,0,0,,54,0,2.5425925925925927
Washington,1989,166,8,3,4,158,0.66,0.051803797468354354,0,0,,52,0,3.9730769230769236
Washington,1990,129,1,1,2,128,0.21,0.020593749999999963,0,0,,52,0,1.8807692307692307
Washington,1991,184,16,4,4,168,1.57,0.04994047619047615,0,0,,48,0,2.854166666666666
Washington,1992,4,4,3,4,0,,,0,0,,0,0,
Washington,1993,215,17,5,4,194,0.33,0.06208762886597936,186,5,5,198,0,2.048484848484848
Washington,1994,366,21,4,4,345,0.6,0.06363768115942019,228,5,5,284,0,2.235915492957745
Washington,1995,363,23,5,4,340,0.58,0.0701764705882353,252,5,5,294,0,1.9938775510204083
Washington,1996,324,36,5,4,288,0.36,0.06315972222222217,287,5,5,288,0,2.120486111111111
Washington,1997,340,35,5,4,305,0.34,0.058836065573770364,228,5,5,255,0,2.011764705882352
Washington,1998,400,41,5,4,351,0.45,0.07472934472934468,313,5,5,329,0,1.6990881458966551
Washington,1999,418,45,5,4,373,0.39,0.06783378016085781,338,5,5,344,0,1.7139534883720915
Washington,2000,596,45,5,4,549,0.87,0.06333333333333323,422,5,5,500,0,2.170059999999998
Washington,2001,527,46,5,4,481,0.74,0.06812889812889797,453,5,5,480,0,1.9196458333333344
Washington,2002,593,43,5,4,540,0.608,0.07047222222222217,483,5,5,512,0,1.9000585937500007
Washington,2003,622,48,5,4,573,0.838,0.06568760907504359,503,5,5,550,0,2.103119999999999
Washington,2004,663,49,5,4,577,1.27,0.05593240901213166,530,5,5,614,0,2.310822475570033
Washington,2005,839,62,5,4,737,0.691,0.06205291723202163,673,5,5,748,0,2.118655080213901
Washington,2006,1083,77,5,4,897,16.0,0.13532329988851752,683,5,5,800,0,1.7005024999999996
Washington,2007,854,75,5,4,695,1.23,0.08350215827338132,686,5,5,726,0,1.8198953168044056
Washington,2008,1161,71,5,4,992,1.91,0.10183971774193562,866,5,5,924,0,1.8859816017316005
Washington,2009,965,65,5,4,778,2.64,0.11710282776349623,775,5,5,821,0,2.055764920828257
Washington,2010,890,67,5,4,775,3.66,0.10344258064516114,762,5,5,767,0,1.9175619295958273
Washington,2011,932,61,5,4,788,1.35,0.06672588832487306,719,5,5,729,0,2.2454595336076832
Washington,2012,908,57,5,4,770,1.1,0.0896090909090908,758,5,5,668,0,2.1617694610778435
Washington,2013,926,55,5,4,827,1.28,0.06693712212817413,827,5,5,693,0,2.1950995670995677
Washington,2014,888,50,5,4,835,0.959,0.05546706586826343,811,5,5,817,2,2.194795593635249
